game_name,reviews_like_rate,all_reviews_number,user_defined_tags,,
A Juggler's Tale,93,941,"Fantasy, Story Rich, Platformer",,
Bite Night,97,324,"Horror, Simulation",,
Letifer,89,37,"Early Access, Action, Roguelike, Shooter",,
HOTEL GREENWOOD,75,189,Horror,,
RUSSIA BATTLEGROUNDS,77,3752,"Action, RPG, FPS",,
Digseum,98,5446,"Management, Simulation",,
Pure Farming 2018,72,1016,"Simulation, Open World, Realistic, Management",,
Winter Cats,89,610,"Puzzle, Cute",,
Ninja Stealth 3,80,461,"Stealth, Strategy, 2D",,
GONNER2,67,94,"Action, Roguelike, 2D",,
Khuga Bash!,100,11,"Action, Fighting, Souls-like",,
SWARMRIDER OMEGA,86,87,"Action, Pixel Graphics",,
Initial Drift Online,78,3098,"Driving, Simulation, Open World",,
Kero Blaster,94,1054,"Platformer, Shooter",,
Robo Cats,86,268,"Puzzle, Cute",,
Bees vs Zombees,95,72,"Building, Roguelike, Strategy",,
SUKUR,78,150,"Horror, Puzzle",,
Ghost in the pool,75,276,"Adventure, Visual Novel, 2D",,
Drunk or Dead 2,30,10,"Early Access, FPS, Story Rich, Action",,
Hypnosis of Corruption,82,96,"RPG, Simulation, 2D, Sexual Content, Anime",,
Noelle Does Her Best!,85,390,"Sexual Content, RPG, Pixel Graphics",,
Tourist Bus Simulator,65,2370,"Simulation, Driving, Open World",,
Dungeon's Legion,87,503,"RPG, Adventure, Sexual Content",,
Orbital Bullet ‚Ä?The 360¬∞ Rogue-lite,82,492,"Platformer, Pixel Graphics, Roguelike, Action",,
EON Trooper,86,22,"Action, Roguelike, Shooter",,
Outcast - Second Contact,81,658,"Adventure, Action, Open World, Shooter",,
Astro Looter: Survivor,74,357,"Shooter, Roguelike",,
Rhythm Sprout: Sick Beats & Bad Sweets,93,570,"Action, Adventure, Cute",,
Antihero,86,641,"Strategy, Turn-Based",,
Guilty Gear X2 #Reload,88,584,"Fighting, 2D, Anime, Action",,
GUILTY GEAR,81,510,"Action, Fighting, 2D, Anime",,
Sockventure,92,39,"Platformer, 2D",,
Eville,72,400,"Action, Adventure, RPG,",,
Armikrog,62,1113,"Adventure, Puzzle",,
Guilty Gear Isuka,57,303,"Fighting, 2D, Anime, Action",,
Fly Punch Boom!,91,132,"Fighting, 2D, Action",,
Infectonator: Survivors,67,945,"Strategy, Survival, Simulation",,
Re:BF,80,241,"Sexual Content, Anime, JRPG",,
night nite,91,57,"Adventure, Cute, Story Rich",,
A Butterfly's Dream,83,42,"Cute, Simulation",,
The Demon Lord is New in Town!,71,103,"Adventure, RPG, Anime",,
Succubus Affection,91,1122,"Sexual Content, Pixel Graphics, Anime",,
Alicemare,88,1039,"Anime, Horror, Puzzle, Pixel Graphics, Adventure",,
Crysis 3 Remastered,88,5546,"Action, FPS, Sandbox",,
Dodgy Deliveries,74,993,"Horror, Simulation",,
False Myth,89,474,"RPG, Sexual Content, Anime",,
BBQ Simulator: The Squad,82,849,"Simulation, Management",,
Desktop Girlfriend,69,609,"Sexual Content, Anime",,
Walking Zombie: Shooter,74,421,"Action, FPS",,
Rabbit Hole,76,225,"Adventure, Action, Shooter",,
NVL,65,392,"Adventure, RPG, Turn-Based, Anime",,
GUILTY GEAR Xrd -SIGN-,91,2183,"Fighting, Anime, 2D",,
Epics of Distant Realm: Holy Return,83,177,"Adventure, RPG, Action",,
"URUZ ""Return of The Er Kishi""",77,522,"Action, Adventure, Pixel Graphics, Platformer, 2D",,
Night Call,78,346,"Simulation, Story Rich, Visual Novel",,
Chaotic Conflicts,92,39,"Action, FPS",,
Zodiac fantasy 2,81,191,"Sexual Content, Platformer, Anime",,
Zup! Zero,93,2492,"Puzzle, 2D",,
FOTONICA,88,627,"Action, Platformer",,
Dead Horde,37,432,"Action, Survival, Shooter",,
Lorelai,90,1249,"Adventure, Horror, 2D",,
MAZAICA,76,30,"Puzzle, 2D",,
Lucius,80,7406,"Horror, Adventure",,
Bionic Heart,73,45,"Visual Novel, Adventure, Anime",,
Goetia,77,552,"Adventure, Puzzle",,
Liz ~The Tower and the Grimoire~,89,481,"RPG, Sexual Content",,
Ruins Seeker,92,656,"RPG, Sexual Content",,
LoveChoice,93,29937,"Simulation, Story Rich",,
Zup!,94,8141,"Puzzle, 2D",,
Tiny House Simulator,70,57,"Early Access, Simulation, Crafting, Building",,
Synthwave Driver,85,21,"Early Access, Driving",,
Thief‚Ñ?Gold,92,3161,"Stealth, Action, Fantasy, Horror",,
The motel,86,88,"Adventure, Horror",,
Nation Red,88,2171,"Action, Shooter",,
Bit-Cremental: Fishistry,92,26,"2D, Cute, Pixel Graphics",,
Into the Radius 2,79,2808,"Early Access, FPS, Action",,
Murder Miners,87,3951,Shooter,,
Looking Up I See Only A Ceiling,88,2127,"Adventure, Visual Novel, Story Rich",,
Hotel Anatolia,69,352,"Adventure, RPG, 2D",,
Massive Cleavage vs Zombies: Awesome Edition,55,134,Action,,
Windy Meadow - A Roadwarden Tale,88,69,"Adventure, Visual Novel",,
100 hidden fish,95,435,"Adventure, Puzzle, 2D",,
Zhulik.exe,85,27,"Simulation, Management",,
The Great Yokai of the Haunted Halls,83,37,"RPG, 2D, Turn-Based, Combat, Sexual Content",,
The Shapeshifting Detective,77,1075,"Visual Novel, Adventure",,
Princesses Never Lose!,80,389,"RPG, Sexual Content",,
Adorable Witch 2,86,541,"Sexual Content, Adventure, RPG, 2D, Anime",,
Lovely Planet,92,1354,"Action, FPS, Cute",,
Adorable Witch,89,1523,"Sexual Content, Anime",,
Alessia's Dollhouse,79,153,Horror,,
Barro 2020,85,1701,"Driving, Sports",,
Bot Vice,93,1278,"2D, Shooter",,
Puzzle Agent,89,1516,"Puzzle, Adventure",,
CAYNE,80,1827,"Adventure, Horror",,
Tiny Breakers Camp,82,51,"Fantasy, Pixel Graphics",,
Adorable Witch 3,85,530,"Puzzle, Anime, Strategy, 2D",,
THE LAST TRAIN: Baquedano,88,117,"Adventure, Horror",,
Russian Life Simulator,89,6713,"Simulation, 2D",,
100 Cats Berlin,89,59,"Cute, Puzzle",,
Journey to Incrementalia,89,618,"Strategy, Automation, RPG",,
Ball 2D: Soccer Online,73,162,Sports,,
Prince of Qin,82,81,"Tactical, RPG, Action, 2.5D",,
Dungelot: Shattered Lands,70,277,"RPG, Action, Puzzle",,
Mitsurugi Kamui Hikae,80,2672,"Combat, Action",,
Metaloid : Origin,84,33,"Action, 2D, Pixel Graphics, Platformer",,
Christmas Night,88,124,"FPS, Horror",,
Puzzle Agent 2,86,546,"Adventure, Puzzle",,
Oik,89,1580,"2D, Cute, Puzzle",,
Larva Mortus,75,510,"Action, Roguelike, Shooter, 2D",,
Zombies Invasion,62,16,"Action, Roguelike, Shooter, 2D",,
REVOLVER360 RE:ACTOR,94,270,"Shooter, Action",,
And the Hero Was Never Seen Again,89,286,"JRPG, Anime, 2D, Combat",,
True or False 2,87,157,"Cute, Puzzle",,
Pocket City,93,239,"Simulation, Building, Strategy, 2.5D",,
The Technomancer,68,2159,"RPG, Action, Open World",,
Obscurite Magie: The Blood of Kings,86,69,"Adventure, RPG, Anime, Sexual Content, 2D",,
Cursed to Golf,71,548,"Roguelike, Sports, Adventure",,
Late Night Drive,82,226,Driving,,
Lovely Planet 2: April Skies,90,104,"Action, FPS, Cute",,
Aeon's End,82,387,"Fantasy, Card Game, Strategy",,
Vamp Night,75,16,Simulation,,
I'm counting to 6...,84,575,"Simulation, Adventure",,
Myth of Empires,69,14841,"Building, Open World, Survival, Crafting, Sandbox",,
Father's Day,86,895,"Horror, Simulation",,
Suicide Guy: The Lost Dreams,83,56,"Action, Adventure, Puzzle, Platformer",,
Find Yourself,85,1081,"Simulation, Horror",,
Run or Die,86,122,"Pixel Graphics, 2D, Platformer",,
Texas Hold'em Poker: Pokerist,55,394,"Card Game, Simulation, Sports",,
CounterSide,74,3641,"JRPG, Anime, Story Rich",,
Fallout Shelter,88,74190,"Building, Survival",,
Paper Cut Mansion,64,45,"Adventure, Survival, Horror, Roguelike",,
Late Night Drift,89,100,"Simulation, Driving",,
Shadows of Duat,86,15,"Action, Survival, Horror",,
One More Island,70,176,"Building, Simulation, Management",,
monoch room,87,31,"Puzzle, Horror",,
Bloodshore,70,705,"Adventure, Visual Novel, Adventure",,
HOLEHOLE,90,95,"Adventure, Visual Novel, Simulation",,
DriftZ,77,35,"Action, Simulation",,
MAZEMAZE,82,51,"Adventure, Sexual Content",,
SUMETRICK,80,422,Puzzle,,
Coin Flipper,88,317,2D,,
My Name is Mayo,84,2506,Simulation,,
Crushed,55,161,"Early Access, Open World, Crafting, Survival, FPS, Simulation",,
Undawn,54,6344,"Open World, Survival, RPG",,
Vampire Slayer: The Resurrection,67,73,"Shooter, Action, FPS",,
Blackberry,62,141,"Adventure, Action, Horror",,
Girlfriend Rescue,80,131,"Turn-Based, RPG, Pixel Graphics",,
Pax Romana: Romulus,67,46,"Simulation, Early Access, Adventure, RPG",,
NEO NEO,93,30,"Action, 2D",,
Dinosaur Hunt,67,3300,"Action, Adventure",,
SwarmZ,65,351,"Strategy, Simulation, Action, Sandbox",,
Bound by Love,83,565,"Sexual Content, RPG, Anime",,
Ordeal of Princess Eris,67,143,"RPG, Sexual Content",,
Nifa's First Mission,44,27,"Adventure, Anime, JRPG",,
No Fair Play,89,376,"Sports, Combat",,
thanks mom,87,41,"Cute, Horror, Adventure",,
Faraway: Arctic Escape,70,17,"Adventure, Puzzle",,
Rainbow Snake,75,166,"2D, Puzzle",,
Mad Digger,71,229,"Simulation, Adventure",,
Distant Space,82,442,"Shooter, 2D",,
Achievement Clicker 2018,82,755,"Strategy, Simulation",,
Last Rites,64,37,"Action, Pixel Graphics, FPS, Horror",,
The True Love Rings,75,315,"Sexual Content, Puzzle",,
100 hidden cups,40,370,"Adventure, Puzzle, 2D",,
100 hidden dogs,93,493,"Adventure, Puzzle",,
Minimalism,71,2127,"Action, Platformer, 2D",,
The Defaloon,69,13,"Adventure, Action, Adventure, FPS",,
Flowers Blooming at the End of Summer,95,1937,"Visual Novel, Anime",,
Your Sister,80,10,Anime,,
Mouse (Sneaking),86,1141,"Action, Adventure, Horror",,
Achievements printer,89,1229,"Sports, Action",,
CHERNOBYL - Death May Die,27,11,Puzzle,,
Escape Escape,84,63,"Adventure, Puzzle, Cute",,
Shera and the Three Treasures,79,249,"RPG, Sexual Content",,
Zombie Quarantine,83,12,"Strategy, Puzzle",,
Head Goal: Soccer Online,75,131,Sports,,
Seek Girl ‚Ö?75,82,1846,"Sexual Content, Puzzle",,
Car Mechanic Simulator 2015,92,12011,"Simulation, Building",,
–°–∫—É—Ñ –Ω–∞ —Ä—ã–±–∞–ª–∫–µ,93,1131,"Simulation, Adventure",,
Global Ops: Commando Libya,51,214,"Shooter, Action",,
Sevyal,80,15,"Horror, Survival, Action",,
Pixel With Your Friends,100,45,"2D, Cute",,
Darkness Within 1: In Pursuit of Loath Nolder,74,528,"Adventure, Horror",,
Sonny,55,459,"RPG, Strategy, Turn-Based, 2D",,
Alchemist Quest,64,56,"Adventure, JRPG, Anime, Sexual Content",,
Outbreak Overlord,93,16,"Strategy, Stealth, Tactical, Action",,
Chasing Tails ~A Promise in the Snow~,92,3560,"Sexual Content, Anime, Visual Novel",,
Merge,95,155,"Puzzle, Cute, 2D",,
RaiOhGar: Asuka and the King of Steel,82,305,"RPG, Sexual Content",,
Geometric Sniper - Z,76,30,FPS,,
The Initiate,76,164,"Adventure, Action, Puzzle",,
100 Forest Cats,76,38,"Puzzle, Cute",,
My Cute Succubus,76,219,"Sexual Content, Simulation",,
Star Sky 3,86,51,"Adventure, Simulation",,
Splatter - Zombiecalypse Now,89,2040,"Action, Shooter",,
Cats Hidden in Germany,96,288,"Cute, Puzzle",,
Sonia and the Hypnotic City,60,63,"RPG, Sexual Content",,
Detective Girl of the Steam City,91,1800,"Sexual Content, RPG",,
Banana,82,89504,"2D, Cute",,
SKIBIDI GYATROOMS,79,235,Horror,,
Pythagoria,73,221,Puzzle,,
Quarta Amethyst,66,36,"JRPG, Anime, 2D",,
100 Cats Mexico,80,41,"Cute, Puzzle",,
ROD Multiplayer Car Driving,71,14,"Driving, Simulation, Sports",,
Deadly Days,87,1198,"Action, Roguelike, Strategy",,
Lovely Planet Arcade,77,85,"Action, Adventure, Puzzle",,
101 Cats Hidden in Ireland,91,49,"Cute, Puzzle",,
Buried Alive: The Annihilation VR,20,15,"Action, Adventure, Open World",,
Love n Dream: Virtual Happiness,74,286,"Sexual Content, Card Game, Anime, 2D",,
ARMORED KITTEN,83,431,"Shooter, Action, Roguelike",,
Cats Hidden in Japan,99,172,"Cute, Puzzle",,
101 Cats Hidden in Australia,95,44,"Cute, Puzzle",,
101 Cats Hidden in Mexico,90,51,"Cute, Puzzle",,
Deadly Premonition: The Director's Cut,66,2963,"Story Rich, Adventure, Horror, Open World",,
101 Cats Hidden in India,91,45,"Cute, Puzzle",,
Trivia Vault: Business Trivia,65,64,"Simulation, Action, Management",,
Trivia Vault: Art Trivia,66,54,"Simulation, Strategy, Action",,
101 Cats Hidden in Las Vegas,91,58,"Cute, Puzzle",,
KeyBoard Guitar Master,86,15,"Sports, Simulation, 2D",,
Sand:box,94,805,"Sandbox, Pixel Graphics, Simulation",,
Sarcophag,73,307,"Management, 2D",,
Project Nimbus: Complete Edition,85,1405,"Action, Anime",,
Extreme Car Drift Simulator,68,16,"Action, Driving, Simulation, Sports",,
Zombie VS Police,73,15,"Adventure, Shooter",,
Philana and the Elixir of Life,60,25,"Adventure, JRPG, Anime, Sexual Content",,
NO TOMORROW,93,16,"Horror, Simulation",,
Kunoichi Botan,80,494,"RPG, Sexual Content",,
Timberman,93,8433,"Pixel Graphics, 2D",,
Season Match,75,195,Adventure,,
PANELKI,88,1514,"Open World, Sandbox, Simulation",,
Natsuki Chronicles,83,177,"Action, Shooter, Anime",,
Sujimon Quest,69,52,"JRPG, 2D, Anime, Sexual Content",,
Shu,74,78,"Action, Adventure, Platformer",,
DR LIVESEY ROM AND DEATH EDITION,94,11962,"Action, Shooter, Roguelike",,
BLOODSAINT,98,77,"2D, Shooter",,
Koi,84,112,"Adventure, 2D",,
Exit From,85,473,"Horror, Stealth",,
Where Cats Áå´Âí™Âú®Âì™Èá?96,86,127,"Puzzle, Cute",,
Where Kiwis Âá†Áª¥È∏üÂú®Âì™Èáå,100,30,"Cute, Puzzle",,
Where Sacabamba Aspises Ëê®Âç°Áè≠Áî≤È±ºÂú®Âì™Èáå,94,72,"Cute, Puzzle",,
Over 9000 Zombies!,86,1205,"Action, Roguelike, Shooter",,
Weable,73,340,"Action, Platformer, 2D",,
ANIME WORLD,67,164,"Adventure, Anime, RPG, Action, Open World",,
Oik Reloaded,89,85,"Puzzle, 2D",,
A Gay Love Story About Gay Love,87,204,"RPG, Anime, Cute, 2D",,
A Night at the Races,85,21,"Action, Platformer",,
Bomb Royale,64,112,"Strategy, Platformer",,
Lord of the Dark Castle,70,102,"RPG, Turn-Based, Action",,
Telltale Texas Hold ‚ÄòEm,77,172,"Card Game, Turn-Based",,
HAPPY girls,80,10,"Anime, Puzzle, Cute, 2D",,
Bizarre Earthquake,58,436,"Adventure, Puzzle",,
Maid Cafe on Electric Street,82,468,"RPG, Adventure",,
BLOCKPOST LEGACY,74,16567,"FPS, Pixel Graphics",,
Necromunda: Underhive Wars,56,2603,"Action, Strategy, Tactical, RPG",,
MEMOLOGY 2: OLD TIMES,96,219,RPG,,
101 Cats Hidden in Cancun,95,21,"Cute, Puzzle",,
ÂçñËêåÊÅ∂Èú∏ÂñµÈú∏Èú?Cute Bully Nyanbaba,98,135,"Cute, Anime, Puzzle",,
Grow a Carrot,85,27,"2D, Cute",,
Cute Cats,96,468,"Puzzle, Cute",,
Meet Her There,90,30,"Story Rich, Visual Novel",,
GLAD VALAKAS TOWER DEFENCE 2,97,91,"Action, 2D",,
NecroWorm,69,84,Puzzle,,
Dino Cats,91,196,"Cute, Puzzle",,
Bus Simulator: Car Driving,47,34,"Action, Simulation, RPG, Driving",,
Alien Cat,91,372,"Cute, Puzzle",,
Wooden House,38,147,Simulation,,
Shoot. Push. Repeat.,84,65,"Puzzle, 2D",,
X2: The Threat,83,416,"Strategy, Simulation",,
!AnyWay!,71,498,"Platformer, 2D",,
UBERMOSH:OMEGA,93,314,"Action, Pixel Graphics",,
